,ipv4,countries_from_geoip2,provinces_from_geoip2,city_from_geoip2,latitude_from_geoip2,longitude_from_geoip2,status_from_ipapi,country_from_ipapi,countryCode_from_ipapi,region_from_ipapi,regionName_from_ipapi,city_from_ipapi,zip_from_ipapi,lat_from_ipapi,lon_from_ipapi,timezone_from_ipapi,isp_from_ipapi,org_from_ipapi,as_from_ipapi
300,119.29.62.253,中国,,,34.7725,113.7266,success,Hong Kong,HK,HCW,Central and Western District,Hong Kong,,22.3964,114.109,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
301,118.25.251.128,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
302,103.108.87.133,印度尼西亚,,,-6.175,106.8286,success,Indonesia,ID,YO,Yogyakarta,Gamping Lor,,-7.78123,110.34299999999999,Asia/Jakarta,Poltekkes Kemenkes Yogyakarta,Poltekkes Kemenkes Yogyakarta,AS137301 POLTEKKES KEMENKES YOGYAKARTA
303,180.137.41.225,中国,北京市,北京,39.9288,116.3889,success,China,CN,GX,Guangxi,Chongzuo,,22.4118,107.35799999999999,Asia/Shanghai,Chinanet,Chinanet GX,AS4134 CHINANET-BACKBONE
304,103.20.60.194,香港,,,22.25,114.1667,success,Hong Kong,HK,HEA,Eastern,Causeway Bay,96521,22.2772,114.182,Asia/Hong_Kong,Layerstack Limited,,AS133380 Layerstack Limited
305,165.22.207.101,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
306,46.161.6.132,英国,英格兰,伦敦,51.5077,-0.119,success,United Kingdom,GB,ENG,England,London,WC2N,51.5074,-0.1196,Europe/London,Horizon LTD Network,Horizon LTD,AS212128 LLC HORIZON
307,139.198.179.179,中国,上海,上海,31.0449,121.4012,success,China,CN,SH,Shanghai,Shanghai,,31.0442,121.4054,Asia/Shanghai,Yunify Technologies Inc,Yunify Technologies Inc.,AS59078 Yunify Technologies Inc.
308,49.235.179.234,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
309,81.70.205.107,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,EuroNet Internet,Online Breedband B.V.,AS45090 Shenzhen Tencent Computer Systems Company Limited
310,194.165.16.38,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
311,129.226.225.117,香港,Central and Western District,Central,22.2795,114.146,success,Hong Kong,HK,HCW,Central and Western District,Central,96521,22.2908,114.1501,Asia/Hong_Kong,Tencent Cloud Computing (Beijing) Co,Aceville Pte.ltd,"AS132203 Tencent Building, Kejizhongyi Avenue"
312,95.181.164.50,俄罗斯联邦,,,55.7386,37.6068,success,Netherlands,NL,OV,Overijssel,Enschede,7511,52.22,6.8957,Europe/Amsterdam,Serverius Holding B.V.,MSK.HOST Hosting,AS50673 Serverius
313,198.58.97.32,美国,德克萨斯州,Dallas,32.7787,-96.8217,success,United States,US,TX,Texas,Richardson,75081,32.9473,-96.7028,America/Chicago,"Linode, LLC",Linode,"AS63949 Linode, LLC"
314,45.174.238.30,巴西,Rio Grande do Sul,Capao da Canoa,-29.6597,-50.0212,success,Brazil,BR,RS,Rio Grande do Sul,Capao da Canoa,95555,-29.7492,-50.0025,America/Sao_Paulo,Luiza Maria de Souza Sindelar ME,Luiza Maria de Souza Sindelar ME,AS268873 Luiza Maria de Souza Sindelar ME
315,106.124.131.214,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Guangzhou Shi,,23.379,113.76299999999999,Asia/Macau,CHINATELECOM Xinjiang Wulumuqi MAN network,Chinanet GD,AS137695 CHINATELECOM Xinjiang Wulumuqi MAN network
316,45.133.1.158,美国,加利福尼亚州,洛杉矶,34.0544,-118.244,success,United States,US,CA,California,Los Angeles,90009,34.0544,-118.244,America/Los_Angeles,Des Capital B.V.,Serverion BV,AS213035 Des Capital B.V.
317,187.1.81.161,巴西,,,-22.8305,-43.2192,success,Brazil,BR,SP,Sao Paulo,Barra Funda,68515,-23.5263,-46.6502,America/Sao_Paulo,Vogel SoluÔÔes em Telecom e InformÔtica S/A,Telbrax Ltda,AS25933 Vogel Soluções em Telecom e Informática S/A
318,212.42.122.148,吉尔吉斯斯坦,,,41.0,75.0,success,Kyrgyzstan,KG,GB,Gorod Bishkek,Bishkek,,42.8746,74.5698,Asia/Bishkek,"""ElCat"" Ltd.",Minfin,AS8449 ElCat Ltd.
319,206.189.54.44,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
320,128.199.213.194,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
321,203.186.144.134,香港,Kwun Tong,,22.3167,114.2167,success,Hong Kong,HK,HCW,Central and Western District,Central,96521,22.2908,114.1501,Asia/Hong_Kong,Hong Kong Broadband Network Ltd,Hong Kong Broadband Network Ltd,AS9269 Hong Kong Broadband Network Ltd.
322,103.215.139.109,马来西亚,,,2.5,112.5,success,Malaysia,MY,10,Selangor,Petaling Jaya,47820,3.1644,101.60600000000001,Asia/Kuala_Lumpur,Big Band Sdn Bhd,KLhost Network Sdn Bhd,AS132111 Bigband Sdn Bhd
323,205.185.114.222,美国,加利福尼亚州,San Jose,37.3387,-121.8914,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
324,111.90.190.52,柬埔寨,,,13.0,105.0,success,Australia,AU,WA,Western Australia,Marble Bar,,-20.5,120.15,Australia/Perth,Angkor Data Communication,Mekongnet,AS38235 ANGKOR DATA COMMUNICATION
325,124.156.219.4,日本,Tokyo,东京,35.685,139.7514,success,Japan,JP,13,Tokyo,Tokyo,102-0082,35.6887,139.745,Asia/Tokyo,Tencent Cloud Computing (Beijing) Co,Aceville Pte.ltd,"AS132203 Tencent Building, Kejizhongyi Avenue"
326,106.53.134.73,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
327,60.191.208.228,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.96,116.29799999999999,Asia/Shanghai,Chinanet,HUA Chen Network,AS4134 CHINANET-BACKBONE
328,200.216.31.20,巴西,,,-22.8305,-43.2192,success,Brazil,BR,SP,Sao Paulo,São Paulo,01000-000,-23.5505,-46.6333,America/Sao_Paulo,Telemar Norte Leste S.A.,Telemar Norte Leste S.A,AS7738 Telemar Norte Leste S.A.
329,49.235.187.75,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
330,194.165.16.43,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
331,200.195.136.12,巴西,Parana,帕图布兰库,-26.1702,-52.6634,success,Brazil,BR,PR,Parana,Bela Vista da Caroba,85745,-25.8775,-53.6286,America/Sao_Paulo,COPEL Telecomunicações S.A,Siga cred Administradora Ltda,AS14868 COPEL Telecomunicações S.A.
332,88.89.28.49,挪威,Agder,格里姆斯塔,58.3487,8.6032,success,Norway,NO,42,Agder,Grimstad,4885,58.3611,8.6167,Europe/Oslo,Telenor Norge,TELENOR-INTERNET,AS2119 Telenor Norge AS
333,136.232.73.38,印度,西孟加拉邦,加尔各答,22.5626,88.363,success,India,IN,WB,West Bengal,Kolkata,700022,22.518,88.3832,Asia/Kolkata,Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited,AS55836 Reliance Jio Infocomm Limited
334,178.62.28.82,英国,英格兰,伦敦,51.5177,-0.6215,success,United Kingdom,GB,ENG,England,London,SL1,51.5368,-0.6718,Europe/London,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
335,111.229.116.169,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
336,104.215.159.104,新加坡,,新加坡,1.2929,103.8547,success,Singapore,SG,,,Singapore,,1.2830000000000001,103.833,Asia/Singapore,Microsoft Corporation,Microsoft Azure Cloud (southeastasia),AS8075 Microsoft Corporation
337,209.141.50.215,美国,内华达州,拉斯维加斯,36.1685,-115.1164,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
338,103.203.57.1,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Chaowai,,39.9007,116.488,Asia/Shanghai,"Beijing Tiantexin Tech. Co., Ltd.","Beijing Tiantexin Tech. Co., Ltd","AS136180 Beijing Tiantexin Tech. Co., Ltd."
339,24.196.20.106,美国,亚拉巴马州,特鲁斯维尔,33.6331,-86.5987,success,United States,US,AL,Alabama,Trussville,35173,33.6331,-86.5987,America/Chicago,Charter Communications,Spectrum,AS20115 Charter Communications
340,177.134.167.33,巴西,帕拉州,贝伦,-1.4558,-48.5044,success,Brazil,BR,PA,Para,Belém,66000,-1.345,-48.4219,America/Belem,TELEFÔNICA BRASIL S.A,Global Village Telecom,AS10429 TELEFÔNICA BRASIL S.A
341,105.203.195.68,埃及,,,30.0355,31.223,success,Egypt,EG,C,Cairo Governorate,Cairo,,30.0176,31.4131,Africa/Cairo,Etisalat Misr Mobile BB,,AS36992 ETISALAT MISR
342,82.156.217.18,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
343,61.244.80.223,香港,Tsuen Wan District,葵涌,22.35,114.1333,success,Hong Kong,HK,NTW,Tsuen Wan District,Tsuen Wan,,22.3667,114.1,Asia/Hong_Kong,Hong Kong Broadband Network Ltd,Hong Kong Broadband Network Ltd,AS9269 Hong Kong Broadband Network Ltd.
344,194.233.66.111,德国,,,51.2993,9.491,success,Singapore,SG,,,Singapore,,1.2821,103.851,Asia/Singapore,Contabo Asia Private Limited,Contabo Asia Private Limited,AS141995 Contabo Asia Private Limited
345,186.10.125.209,智利,,,-33.439,-70.6432,success,Chile,CL,RM,Santiago Metropolitan,Las Condes,7550000,-33.4155,-70.6056,America/Santiago,Entel Chile S.A.,Entel Chile S.A,AS6471 ENTEL CHILE S.A.
346,138.197.222.211,美国,加利福尼亚州,圣克拉拉,37.3417,-121.9753,success,United States,US,CA,California,Santa Clara,95051,37.3417,-121.9753,America/Los_Angeles,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
347,51.75.24.109,法国,,,48.8582,2.3387,success,France,FR,HDF,Hauts-de-France,Gravelines,59820,50.9871,2.12554,Europe/Paris,OVH SAS,OVH,AS16276 OVH SAS
348,46.101.210.213,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
349,104.131.102.169,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
350,219.142.106.167,中国,北京市,北京,39.9288,116.3889,success,China,CN,BJ,Beijing,Beijing,,39.9285,116.385,Asia/Shanghai,China Networks Inter-Exchange,Beijing Guanghuanshixun Network Communication Technology Limited Company,AS4847 China Networks Inter-Exchange
351,101.231.146.34,中国,上海,上海,31.0449,121.4012,success,China,CN,SH,Shanghai,Pudong,,31.2337,121.5319,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
352,20.79.41.106,美国,,,37.751,-97.822,success,Germany,DE,HE,Hesse,Frankfurt am Main,60311,50.110924,8.682127000000001,Europe/Berlin,Microsoft Corporation,Microsoft Azure Cloud (germanywestcentral),AS8075 Microsoft Corporation
353,52.165.39.45,美国,艾奥瓦州,德梅因,41.6015,-93.6127,success,United States,US,IA,Iowa,Des Moines,50309,41.5908,-93.6208,America/Chicago,Microsoft Corporation,Microsoft Azure Cloud (centralus),AS8075 Microsoft Corporation
354,82.156.230.109,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
355,218.90.138.98,中国,江苏省,无锡市,31.5707,120.2875,success,China,CN,JS,Jiangsu,Wuxi,,31.5618,120.2864,Asia/Shanghai,CHINANET jiangsu province network,Wuxi Hua Tong Car Sales Co.,AS4134 CHINANET-BACKBONE
356,202.184.115.116,马来西亚,Selangor,八打灵再也,3.12,101.5952,success,Malaysia,MY,10,Selangor,Petaling Jaya,47301,3.0995,101.6054,Asia/Kuala_Lumpur,TT DOTCOM SDN BHD,TT DOTCOM SDN BHD,AS9930 TTNET-MY
357,82.156.68.34,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
358,142.93.121.47,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
359,75.119.137.44,美国,,,37.751,-97.822,success,Germany,DE,NW,North Rhine-Westphalia,Düsseldorf,40599,51.1878,6.8607,Europe/Berlin,BroadbandONE,DIRECTPATH,AS51167 Contabo GmbH
360,150.109.151.206,香港,Central and Western District,Central,22.2795,114.146,success,Hong Kong,HK,HCW,Central and Western District,Central,96521,22.2908,114.1501,Asia/Hong_Kong,Tencent Cloud Computing (Beijing) Co,Aceville Pte.ltd,"AS132203 Tencent Building, Kejizhongyi Avenue"
361,36.134.75.128,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,China Mobile,China Mobile Communications Corporation,AS9808 Guangdong Mobile Communication Co.Ltd.
362,120.224.50.233,中国,山东省,济南市,36.6621,117.0104,success,China,CN,SD,Shandong,Linyi,,35.0624,118.3364,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS24444 Shandong Mobile Communication Company Limited
363,60.30.98.194,中国,天津市,天津,39.1423,117.1726,success,China,CN,TJ,Tianjin,Taku,,39.0211,117.6469,Asia/Shanghai,CNC Group CHINA169 Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
364,213.176.34.155,美国,加利福尼亚州,,34.0544,-118.244,success,Iran,IR,23,Tehran,Tehran,,35.6342,51.2135,Asia/Tehran,Ddosing Network,Iranian Research Organization Science & Technology,AS22769 DDOSING NETWORK
365,222.128.42.7,中国,北京市,北京,39.9288,116.3889,success,China,CN,BJ,Beijing,Beijing,,39.9285,116.385,Asia/Shanghai,China Unicom Beijing Province Network,,AS4808 China Unicom Beijing Province Network
366,45.240.88.86,埃及,,,30.0355,31.223,success,Egypt,EG,C,Cairo Governorate,Cairo,,29.9632,31.2493,Africa/Cairo,LINKdotNET AS number,Link Egypt (Link.NET),AS24863 Link Egypt (Link.NET)
367,106.12.122.170,中国,,,34.7725,113.7266,success,China,CN,ZJ,Zhejiang,Jinhua,,29.1003,119.6451,Asia/Shanghai,"Beijing Baidu Netcom Science and Technology Co., Ltd.","Beijing Baidu Netcom Science and Technology Co., Ltd.","AS38365 Beijing Baidu Netcom Science and Technology Co., Ltd."
368,36.7.159.60,中国,安徽,合肥,31.8642,117.2865,success,China,CN,AH,Anhui,Hefei,,31.8696,117.29299999999999,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
369,207.154.209.191,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
370,188.121.2.186,波兰,大波兰省,卡利什,51.7495,18.0879,success,Poland,PL,02,Lower Silesia,Wroclaw,50-266,51.1134,17.0426,Europe/Warsaw,Internet Union S.A.,Internet Union S.A.,AS49242 Internet Union Spolka Akcyjna
371,85.18.236.229,意大利,Naples,那不勒斯,40.8522,14.2681,success,Italy,IT,25,Lombardy,Milan,20121,45.4908,9.16037,Europe/Rome,Fastweb Networks,,AS12874 Fastweb SpA
372,139.59.102.170,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,DIGITALOCEAN,"DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
373,72.135.35.139,美国,亚拉巴马州,恩特普赖斯,31.3432,-85.844,success,United States,US,AL,Alabama,Dothan,36305,31.2201,-85.4671,America/Chicago,Charter Communications,Spectrum,AS11955 Charter Communications Inc
374,159.65.46.12,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
375,165.22.225.75,加拿大,安大略,多伦多,43.6547,-79.3623,success,Canada,CA,ON,Ontario,Toronto,M5A,43.6547,-79.3623,America/Toronto,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
376,150.158.162.39,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.9822,116.306,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent Cloud Computing (Beijing) Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
377,27.155.100.166,中国,,,34.7725,113.7266,success,China,CN,FJ,Fujian,Qingzhou,,26.4837,117.925,Asia/Shanghai,Fuzhou,Chinanet FJ,AS133774 Fuzhou
378,45.15.143.141,美国,加利福尼亚州,洛杉矶,34.0544,-118.244,success,United States,US,CA,California,Los Angeles,90009,34.0544,-118.244,America/Los_Angeles,DediPath,DediPath LLC,AS35913 DediPath
379,49.234.92.116,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
380,188.166.109.244,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
381,157.230.12.188,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
382,175.24.116.23,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
383,2.232.248.6,意大利,巴勒莫省,巴勒莫市,38.1321,13.3356,success,Italy,IT,82,Sicily,Alcamo,91011,37.9787,12.9675,Europe/Rome,Fastweb Networks,,AS12874 Fastweb SpA
384,117.50.120.133,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS9808 Guangdong Mobile Communication Co.Ltd.
385,89.169.11.199,俄罗斯联邦,莫斯科州,巴拉希哈,55.8,37.94,success,Russia,RU,MOW,Moscow,Moscow,144700,55.7483,37.6171,Europe/Moscow,INFOLINE,"LLC ""Multiscan""",AS31514 OOO Trivon Networks
386,211.110.82.60,韩国,首尔特别市,Eunpyeong-gu,37.6185,126.9278,success,South Korea,KR,11,Seoul,Jung-gu,04625,37.5576,126.9937,Asia/Seoul,SK Broadband Co Ltd,broadNnet,AS9318 SK Broadband Co Ltd
387,154.92.17.180,香港,,,22.25,114.1667,success,Hong Kong,HK,HCW,Central and Western District,Hong Kong,,22.3964,114.109,Asia/Hong_Kong,Guangzhou Yisu Cloud Limited,Guangzhou Yisu Cloud Limited,AS133115 HK Kwaifong Group Limited
388,157.245.53.23,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
389,209.141.53.114,美国,内华达州,拉斯维加斯,36.1685,-115.1164,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
390,188.166.106.126,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
391,194.165.16.42,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
392,194.165.16.68,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
393,34.123.129.232,美国,艾奥瓦州,康瑟尔布拉夫斯,41.2619,-95.8608,success,United States,US,IA,Iowa,Council Bluffs,,41.2619,-95.8608,America/Chicago,Google LLC,Google Cloud (us-central1),AS15169 Google LLC
394,101.32.11.195,越南,胡志明市,胡志明市,10.823,106.6296,success,Hong Kong,HK,HCW,Central and Western District,Central,96521,22.2908,114.1501,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limited,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue"
395,203.125.29.136,新加坡,,新加坡,1.3681,103.8832,success,Singapore,SG,,,Singapore,,1.35738,103.84100000000001,Asia/Singapore,SCHOTT,Schott Electronic Packaging Asia PTE LTD,AS3758 SingNet
396,188.155.15.91,瑞士,Zurich,Hinwil,47.2943,8.8439,success,Switzerland,CH,ZH,Zurich,Zurich,8055,47.3682,8.5671,Europe/Zurich,Sunrise Communications AG,,AS6730 Sunrise Communications AG
397,1.116.75.159,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
398,106.75.51.156,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,UCLOUD,Shanghai UCloud Information Technology Company Limited,AS9808 Guangdong Mobile Communication Co.Ltd.
399,81.242.43.6,比利时,Antwerp Province,维勒布鲁克,51.0604,4.3602,success,Belgium,BE,VLG,Flanders,Willebroek,2830,51.0606,4.3636,Europe/Brussels,Proximus,Belgacom SA,AS5432 Proximus NV
400,118.193.35.172,香港,,,22.25,114.1667,success,Hong Kong,HK,HCW,Central and Western District,Hong Kong,,22.3964,114.109,Asia/Hong_Kong,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
401,138.68.139.104,英国,英格兰,伦敦,51.5177,-0.6215,success,United Kingdom,GB,ENG,England,London,SL1,51.5368,-0.6718,Europe/London,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
402,114.113.237.67,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Networks Inter-Exchange,"Beijing Qishang Online Data and Communication Tec, Inc.",AS4847 China Networks Inter-Exchange
403,45.240.88.36,埃及,,,30.0355,31.223,success,Egypt,EG,C,Cairo Governorate,Cairo,,29.9632,31.2493,Africa/Cairo,LINKdotNET AS number,Link Egypt (Link.NET),AS24863 Link Egypt (Link.NET)
404,194.165.16.69,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
405,61.218.5.190,台湾,台北市,台北市,25.0478,121.5318,success,Taiwan,TW,NWT,New Taipei,New Taipei,,25.0504,121.5324,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
406,103.215.236.2,印度,泰米尔纳德邦,马杜赖,9.919,78.1195,success,India,IN,KA,Karnataka,Bengaluru,560002,12.9634,77.5855,Asia/Kolkata,Aakash Internet Services Private Limited,Aakash  Private Limited,AS133982 Excitel Broadband Private Limited
407,69.49.76.48,美国,艾奥瓦州,Muscatine,41.4319,-91.0485,success,United States,US,IA,Iowa,Muscatine,52761,41.4319,-91.0485,America/Chicago,Muscatine Power and Water,Muscatine Power and Water,AS33734 Muscatine Power and Water
408,150.138.119.122,中国,,,34.7725,113.7266,success,China,CN,SD,Shandong,Xintai,,35.894,117.925,Asia/Shanghai,"Qingdao, ",Chinanet SD,"AS58541 Qingdao,266000"
409,1.116.186.72,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,China Internet Network Information Center,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
410,82.65.203.32,法国,,,48.8582,2.3387,success,France,FR,IDF,Île-de-France,Paris,75008,48.8714,2.32125,Europe/Paris,Proxad / Free SAS,ProXad network / Free SA,AS12322 Free SAS
